iter	RMSE
278	4.513936045
279	4.507788724
280	4.501358071
281	4.496412909
282	4.495211192
283	4.490491086
284	4.48347003
285	4.482779159
286	4.480178051
287	4.479743221
288	4.474390178
289	4.466801281
290	4.463409037
291	4.458967139
292	4.453521948
293	4.447247984
294	4.442365044
295	4.439696999
296	4.433754552
297	4.43165726
298	4.429576752
299	4.42600896
300	4.423647875
301	4.421256454
302	4.415981662
303	4.411462956
304	4.40503235
305	4.404405543
306	4.399218393
307	4.392965432
308	4.38955896
309	4.389248376
310	4.383872432
311	4.379152946
312	4.376318508
313	4.37261816
314	4.367698544
315	4.363262469
316	4.359743964
317	4.355859916
318	4.35428513
319	4.349472737
320	4.346961724
321	4.340817689
322	4.335152115
323	4.32920241
324	4.326485755
325	4.320959243
326	4.318812483
327	4.314391236
328	4.309640688
329	4.305545017
330	4.301847664
331	4.299073024
332	4.296442535
333	4.292426359
334	4.287538209
335	4.283201197
336	4.281317556
337	4.278358367
338	4.274524361
339	4.271081586
340	4.267887087
341	4.265095017
342	4.260988895
343	4.258002611
344	4.257552603
345	4.253912388
346	4.252022585
347	4.251566617
348	4.248525138
349	4.246724427
350	4.245085009
351	4.24425809
352	4.241497392
353	4.241068481
354	4.238786739
355	4.23723506
356	4.236955578
357	4.234285827
358	4.230108628
359	4.226996734
360	4.223876046
361	4.217964475
362	4.2141621
363	4.210942304
364	4.208371647
365	4.206401369
366	4.202943433
367	4.198214333
368	4.192747749
369	4.189688632
370	4.184055594
371	4.180271877
372	4.17513656
373	4.173328736
374	4.170561616
375	4.168031101
376	4.16221106
377	4.161632878
378	4.155769579
379	4.149865339
380	4.147650641
381	4.146931455
382	4.143898217
383	4.139907995
384	4.137775393
385	4.136277151
386	4.130413062
387	4.128420202
388	4.126979557
389	4.126722212
390	4.122444204
391	4.120278088
392	4.116449077
393	4.114250182
394	4.111051516
395	4.10842422
396	4.105179082
397	4.102815907
398	4.098023966
399	4.094486402
400	4.090945119
401	4.087312721
402	4.083969019
403	4.082020972
404	4.078965049
405	4.076003139
406	4.072673096
407	4.068467164
408	4.064604619
409	4.060958274
410	4.058346546
411	4.055955083
412	4.052776061
413	4.052440854
414	4.04902363
415	4.047353128
416	4.043290156
417	4.040801244
418	4.035556076
419	4.035336882
420	4.034826313
421	4.031155007
422	4.029341786
423	4.026876451
424	4.022272918
425	4.018383342
426	4.015164889
427	4.014974148
428	4.01246514
429	4.008677058
430	4.005521494
431	4.005120058
432	4.001826249
433	3.999306661
434	3.995801731
435	3.99162881
436	3.986652901
437	3.982653688
438	3.97953517
439	3.974987674
440	3.974116463
441	3.972004696
442	3.967920136
443	3.96560035
444	3.965224634
445	3.961698905
446	3.959720561
447	3.959472827
448	3.955989001
449	3.954398137
450	3.954236042
451	3.950861881
452	3.948665982
453	3.948459462
454	3.94748648
455	3.947218889
456	3.943269608
457	3.940254079
458	3.93790963
459	3.935200817
460	3.933497008
461	3.930009109
462	3.929794467
463	3.928421814
464	3.926511905
465	3.926407214
466	3.922797644
467	3.921488608
468	3.920392743
469	3.919884413
470	3.916750262
471	3.913283081
472	3.909671696
473	3.90847485
474	3.908260596
475	3.904417395
476	3.90191405
477	3.900616646
478	3.897687937
479	3.894314072
480	3.891210022
481	3.887923838
482	3.885371342
483	3.87976351
484	3.876662452
485	3.874808134
486	3.871589762
487	3.868328386
488	3.86663515
489	3.862710222
490	3.859478176
491	3.855949078
492	3.852711216
493	3.848096485
494	3.845574942
495	3.844993918
496	3.84354004
497	3.84170269
498	3.839039815
499	3.837209349
500	3.835880147
501	3.8326239
502	3.830474444
503	3.827074185
504	3.82593608
505	3.824736995
506	3.824384968
507	3.823947828
508	3.823455505
509	3.823011657
510	3.820381641
511	3.819175433
512	3.817458657
513	3.817302208
514	3.814943205
515	3.812350219
516	3.809707339
517	3.807942423
518	3.803964388
519	3.802863859
520	3.800233031
521	3.796685107
522	3.795319293
523	3.79081465
524	3.788285122
525	3.785511659
526	3.783298717
527	3.781101901
528	3.778209301
529	3.776669525
530	3.775476645
531	3.772336782
532	3.768945417
533	3.768687948
534	3.768539744
535	3.765234186
536	3.762493651
537	3.760747947
538	3.758116606
539	3.756100159
540	3.754648537
541	3.752601507
542	3.749720701
543	3.749540035
544	3.749186531
545	3.74721983
546	3.744720904
547	3.74298999
548	3.7402251
549	3.739480175
550	3.737607765
551	3.736568653
552	3.735508424
553	3.733698864
554	3.731871513
555	3.731660596
556	3.729104246
557	3.726304267
558	3.72216271
559	3.720901611
560	3.720004883
561	3.719443585
562	3.716107133
563	3.712205293
564	3.708344994
565	3.70668026
566	3.704473065
567	3.704089518
568	3.703797517
569	3.703596052
570	3.702603255
571	3.702425494
572	3.699892561
573	3.698177584
574	3.697970911
575	3.696181548
576	3.692300693
577	3.690264433
578	3.688637598
579	3.687488919
580	3.684604548
581	3.68370797
582	3.683578201
583	3.683165018
584	3.679983441
585	3.67631355
586	3.675470043
587	3.674795915
588	3.674277398
589	3.671854661
590	3.668236747
591	3.665956777
592	3.664455917
593	3.662661842
594	3.660003746
595	3.659007922
596	3.656601468
597	3.655756643
598	3.652810135
599	3.650409733
600	3.64811324
601	3.646085262
602	3.645332867
603	3.642130453
604	3.641358654
605	3.640571336
606	3.638169442
607	3.635591282
608	3.632558616
609	3.630984878
610	3.628198614
611	3.626233021
612	3.623312736
613	3.62079651
614	3.620683018
615	3.619692069
616	3.617605169
617	3.615997231
618	3.613607911
619	3.612419402
620	3.609629506
621	3.606564753
622	3.602779967
623	3.599719505
624	3.596189781
625	3.595876648
626	3.595523215
627	3.590942773
628	3.58968261
629	3.587778062
630	3.583903878
631	3.581905403
632	3.580598158
633	3.578291327
634	3.575938957
635	3.574839546
636	3.574669328
637	3.573159139
638	3.571174662
639	3.569167848
640	3.567933096
641	3.566536635
642	3.563207991
643	3.559581782
644	3.557635693
645	3.557371845
646	3.554219583
647	3.550306252
648	3.550057685
649	3.547128327
650	3.544499511
651	3.54435427
652	3.54040362
653	3.539591854
654	3.538268989
655	3.535484344
656	3.534001258
657	3.533231978
658	3.531520761
659	3.530623357
660	3.529606041
661	3.526094868
662	3.525964028
663	3.525135872
664	3.524725715
665	3.523428538
666	3.522359912
667	3.520932358
668	3.516688809
669	3.515529699
670	3.513101249
671	3.5119226
672	3.511177782
673	3.507592169
674	3.505125259
675	3.502285624
676	3.501940869
677	3.500089909
678	3.497866937
679	3.495181159
680	3.492913661
681	3.491082268
682	3.489192026
683	3.485187972
684	3.482825023
685	3.479510402
686	3.475867051
687	3.473389172
688	3.471502385
689	3.469108053
690	3.466377279
691	3.466177552
692	3.465448261
693	3.464825965
694	3.463491974
695	3.463128599
696	3.46190161
697	3.461367658
698	3.458545245
699	3.45791334
700	3.457569868
701	3.455951134
702	3.454717874
703	3.452336421
704	3.452042514
705	3.449518774
706	3.448729816
707	3.448177222
708	3.447045161
709	3.443224443
710	3.44204563
711	3.441349869
712	3.439525401
713	3.435495482
714	3.434375141
715	3.432785944
716	3.431082087
717	3.427533741
718	3.426726706
719	3.426154375
720	3.42491293
721	3.421458034
722	3.418541242
723	3.416372964
724	3.415275497
725	3.414416535
726	3.41182688
727	3.409535607
728	3.407529067
729	3.406120961
730	3.404104184
731	3.400838526
732	3.398739274
733	3.398040331
734	3.394881504
735	3.39442798
736	3.393478126
737	3.390529494
738	3.387042662
739	3.38640376
740	3.385739537
741	3.384560191
742	3.383920929
743	3.380833112
744	3.380712172
745	3.377421781
746	3.376648406
747	3.373978429
748	3.371795788
749	3.371044952
750	3.370558569
751	3.36890141
752	3.368270601
753	3.36788864
754	3.365020517
755	3.362186736
756	3.361982452
757	3.361239109
758	3.360954605
759	3.358592341
760	3.354192735
761	3.351756682
762	3.350495111
763	3.349777136
764	3.348151276
765	3.347848757
766	3.347596562
767	3.345466558
768	3.345041561
769	3.344941239
770	3.34192479
771	3.338468431
772	3.337957212
773	3.33692574
774	3.336410454
775	3.333700513
776	3.333104963
777	3.331411717
778	3.327622856
779	3.325651376
780	3.322589952
781	3.322452647
782	3.321265789
783	3.319643381
784	3.31665603
785	3.316580185
786	3.31459256
787	3.313359756
788	3.312456976
789	3.309601019
790	3.309388664
791	3.307443019
792	3.305022278
793	3.303589955
794	3.303497102
795	3.299961044
796	3.298083215
797	3.297559496
798	3.297378478
799	3.296541827
800	3.296333691
801	3.295010109
802	3.290927384
803	3.29034363
804	3.288768204
805	3.286640176
806	3.286508036
807	3.286346684
808	3.28274953
809	3.280692531
810	3.279747122
811	3.278870344
812	3.276255682
813	3.273629532
814	3.273531838
815	3.27280163
816	3.272194027
817	3.270738059
818	3.270520037
819	3.26944945
820	3.267092784
821	3.266720333
822	3.265088271
823	3.263741626
824	3.262208461
825	3.258883639
826	3.256978758
827	3.256549629
828	3.25405492
829	3.252691932
830	3.249729313
831	3.24934286
832	3.248950632
833	3.248854359
834	3.246587887
835	3.245895869
836	3.245125247
837	3.242368369
838	3.242172642
839	3.240382815
840	3.238593702
841	3.234983187
842	3.232922164
843	3.230177435
844	3.23012116
845	3.228508804
846	3.22625863
847	3.225007731
848	3.224249673
849	3.222933648
850	3.221580918
851	3.221387884
852	3.219428979
853	3.218075572
854	3.217882693
855	3.216237369
856	3.212928668
857	3.212803114
858	3.21272731
859	3.210040638
860	3.208552126
861	3.207439321
862	3.205176053
863	3.2043616
864	3.202787932
865	3.202160455
866	3.200339217
867	3.198625027
868	3.198515297
869	3.195737837
870	3.192064354
871	3.191738286
872	3.190029613
873	3.189912085
874	3.188274187
875	3.187753873
876	3.185994126
877	3.184086182
878	3.183124305
879	3.180433346
880	3.178237187
881	3.177360904
882	3.175887883
883	3.175353089
884	3.174735595
885	3.172787338
886	3.171671669
887	3.170539657
888	3.170059158
889	3.168858162
890	3.16758473
891	3.166177382
892	3.164640149
893	3.160975713
894	3.160929626
895	3.158027413
896	3.157108177
897	3.155426759
898	3.154653463
899	3.154201557
900	3.152701301
901	3.151284328
902	3.150992034
903	3.150133059
904	3.149653285
905	3.149444644
906	3.14794643
907	3.14738441
908	3.146772266
909	3.145936381
910	3.144936328
911	3.143254341
912	3.143189198
913	3.143143788
914	3.140022495
915	3.138087649
916	3.137232627
917	3.137180293
918	3.136630265
919	3.135123558
920	3.133248257
921	3.131375832
922	3.128211665
923	3.127882121
924	3.126481641
925	3.126431524
926	3.126385072
927	3.124824084
928	3.124289807
929	3.122614641
930	3.122414005
931	3.121149738
932	3.118336631
933	3.118243797
934	3.117223661
935	3.116026831
936	3.114210824
937	3.113753971
938	3.113405561
939	3.111371776
940	3.109626748
941	3.109218688
942	3.108278471
943	3.107304132
944	3.106539596
945	3.104681823
946	3.10262055
947	3.101052922
948	3.099050271
949	3.097531301
950	3.097245027
951	3.097155937
952	3.096514366
953	3.095173675
954	3.091769483
955	3.091717356
956	3.089721652
957	3.089679361
958	3.087155187
959	3.085349344
960	3.08413764
961	3.083648383
962	3.08209478
963	3.081922832
964	3.081079279
965	3.079071305
966	3.076174955
967	3.073931629
968	3.073219787
969	3.073093587
970	3.07066461
971	3.068565265
972	3.06700883
973	3.065964594
974	3.065877309
975	3.064172656
976	3.063912057
977	3.06364778
978	3.06263635
979	3.060599658
980	3.05889172
981	3.056574139
982	3.056192383
983	3.055514331
984	3.053949459
985	3.052592723
986	3.052077099
987	3.050683568
988	3.04939048
989	3.048969671
990	3.04627753
991	3.044928978
992	3.044201275
993	3.042318768
994	3.038154651
995	3.03629697
996	3.03558612
997	3.035155085
998	3.033710362
999	3.033214398
